building_id,vegetation_presence,solar_panel_presence,facade_material,roof_type,window_wall_ratio,surrounding_green_space,green_certification,solar_installation,green_roof,year_built,insulation_type,hvac_type,building_function,energy_consumption_sqft,carbon_emission_tons,rainwater_harvesting,smart_systems,Environment Design,energy_efficiency_score
228,0,0,concrete,green,0.81,0.11,BREEAM,0,0,2001,standard,conventional,residential,5.0,1.09,1,1,Non-Green,A
229,1,1,bamboo,green,0.2,0.55,,1,0,1964,none,conventional,residential,74.14,33.58,0,1,Green,D
230,1,0,glass,flat,0.56,0.26,LEED,0,0,1991,standard,renewable,residential,9.3,4.12,1,0,Non-Green,C
231,0,1,wood,flat,0.69,0.46,GreenMark,1,0,1969,eco,renewable,industrial,15.16,6.94,0,1,Green,D
232,1,0,wood,green,0.86,0.19,,0,0,1986,standard,renewable,institutional,23.52,9.99,0,0,Non-Green,C
233,1,0,steel,flat,0.54,0.58,,0,0,2017,none,conventional,residential,123.42,56.79,0,1,Green,E
234,0,0,concrete,green,0.31,0.34,,0,1,1964,eco,conventional,industrial,38.9,17.29,0,0,Green,C
235,1,0,recycled,flat,0.82,0.03,GreenMark,0,1,2003,none,renewable,residential,6.05,2.42,1,0,Green,B
236,0,1,concrete,green,0.59,0.1,GreenMark,1,0,2003,eco,renewable,commercial,5.0,1.67,0,0,Non-Green,A
237,1,0,glass,flat,0.42,0.28,,0,0,1971,none,conventional,industrial,56.73,26.3,0,0,Non-Green,B
238,1,0,concrete,flat,0.39,0.47,BREEAM,0,1,1961,none,conventional,institutional,35.65,15.68,0,1,Green,C
239,1,0,glass,green,0.45,0.6,BREEAM,0,1,2012,standard,conventional,residential,5.0,1.0,0,1,Green,A
240,1,0,recycled,flat,0.83,0.0,BREEAM,0,1,1970,none,renewable,commercial,16.08,7.17,0,1,Non-Green,C
241,0,1,wood,green,0.48,0.55,GreenMark,1,0,1980,eco,renewable,commercial,5.0,1.0,0,0,Non-Green,A
242,0,1,wood,green,0.78,0.73,GreenMark,1,0,2020,none,renewable,institutional,5.0,1.17,0,0,Green,A
243,0,1,recycled,green,0.86,0.7,GreenMark,1,0,2006,eco,renewable,commercial,5.02,1.57,0,0,Non-Green,A
244,0,0,steel,green,0.24,0.19,BREEAM,0,1,2005,standard,renewable,industrial,10.45,5.0,0,0,Non-Green,B
245,1,0,glass,flat,0.87,0.75,GreenMark,0,1,2019,eco,renewable,commercial,10.75,4.33,0,0,Green,B
246,0,1,wood,green,0.22,0.06,,1,0,1960,standard,conventional,industrial,70.4,32.04,0,1,Green,D
247,0,0,steel,flat,0.67,0.4,,0,0,1978,eco,conventional,residential,12.2,5.87,0,0,Green,A
248,0,1,wood,green,0.66,0.1,,1,0,2013,standard,renewable,residential,5.0,1.82,0,0,Green,A
249,1,1,bamboo,green,0.34,0.69,GreenMark,1,1,1996,none,conventional,industrial,66.33,30.09,1,0,Non-Green,D
250,0,1,bamboo,green,0.75,0.57,LEED,1,1,2003,eco,renewable,commercial,5.0,1.0,0,0,Green,B
251,1,0,bamboo,flat,0.62,0.06,GreenMark,0,0,1976,standard,conventional,institutional,11.72,5.61,0,0,Green,B
252,1,0,glass,flat,0.37,0.75,GreenMark,0,0,1997,eco,conventional,institutional,30.78,13.71,1,0,Green,D
253,0,1,steel,green,0.87,0.02,BREEAM,1,0,2011,standard,conventional,commercial,25.73,11.35,0,0,Non-Green,C
254,1,0,steel,flat,0.53,0.72,BREEAM,0,1,2016,eco,conventional,residential,12.91,5.64,1,0,Green,B
255,0,0,bamboo,green,0.87,0.07,,0,1,2022,standard,conventional,industrial,55.47,25.25,0,1,Green,C
256,0,0,recycled,green,0.7,0.3,GreenMark,0,0,2023,standard,conventional,commercial,45.11,19.99,1,1,Green,D
257,0,1,wood,green,0.53,0.24,LEED,1,0,2021,eco,conventional,commercial,5.0,1.0,0,0,Non-Green,A
258,1,1,concrete,green,0.87,0.55,LEED,1,0,1966,standard,conventional,industrial,18.69,7.66,0,0,Non-Green,B
259,0,0,glass,green,0.7,0.66,GreenMark,0,0,1967,none,renewable,residential,23.47,9.8,0,0,Non-Green,C
260,1,0,bamboo,green,0.66,0.0,,0,0,1991,eco,conventional,commercial,43.78,20.42,0,0,Green,D
261,1,0,recycled,green,0.32,0.56,,0,0,1986,standard,conventional,institutional,5.3,2.13,0,1,Non-Green,A
262,1,1,wood,flat,0.88,0.56,BREEAM,1,1,2012,none,conventional,residential,40.06,17.56,0,0,Green,C
263,0,0,bamboo,green,0.75,0.55,,0,1,1989,standard,renewable,industrial,19.76,8.14,0,1,Non-Green,C
264,1,0,steel,green,0.75,0.77,LEED,0,0,1981,standard,conventional,commercial,19.16,9.36,0,0,Green,C
265,0,1,recycled,flat,0.81,0.53,,1,0,1986,eco,conventional,residential,55.67,24.49,1,1,Green,E
266,1,1,bamboo,flat,0.68,0.61,LEED,1,0,1993,eco,renewable,institutional,9.29,4.72,0,1,Non-Green,D
267,1,1,wood,flat,0.23,0.44,GreenMark,1,1,2017,none,conventional,institutional,82.68,37.45,0,0,Green,E
268,1,1,concrete,green,0.4,0.32,LEED,1,1,1963,eco,renewable,residential,5.0,1.0,0,1,Green,B
269,0,0,steel,green,0.51,0.49,LEED,0,0,1967,standard,conventional,commercial,21.49,9.08,0,1,Non-Green,B
270,1,0,wood,green,0.26,0.59,BREEAM,0,0,1991,none,conventional,industrial,64.44,28.74,0,0,Non-Green,D
271,0,1,concrete,flat,0.52,0.55,GreenMark,1,0,1960,eco,conventional,commercial,25.04,10.59,0,1,Non-Green,C
272,1,1,bamboo,green,0.72,0.76,GreenMark,1,0,1993,none,conventional,residential,23.99,10.38,0,0,Green,B
273,1,1,steel,green,0.87,0.22,,1,0,1965,eco,conventional,residential,12.51,5.98,0,0,Non-Green,B
274,1,1,bamboo,green,0.37,0.57,,1,0,2011,none,conventional,institutional,30.11,14.27,0,0,Non-Green,B
275,1,0,steel,flat,0.24,0.1,GreenMark,0,0,1985,eco,renewable,commercial,5.84,3.28,0,0,Non-Green,C
276,0,0,concrete,flat,0.29,0.02,GreenMark,0,0,2008,standard,renewable,institutional,10.34,5.45,0,0,Non-Green,C
277,0,1,bamboo,green,0.29,0.66,LEED,1,1,2004,eco,conventional,institutional,8.24,2.96,1,0,Green,B
278,0,0,glass,green,0.37,0.76,LEED,0,0,2012,eco,conventional,commercial,8.48,3.88,0,0,Non-Green,B
279,1,1,wood,green,0.39,0.45,LEED,1,1,1984,eco,conventional,residential,7.52,2.57,0,1,Green,B
280,0,1,recycled,green,0.53,0.3,BREEAM,1,0,1987,standard,conventional,industrial,18.37,7.85,0,1,Green,A
281,1,1,glass,flat,0.49,0.26,LEED,1,0,1970,none,conventional,commercial,67.46,29.84,0,1,Green,D
282,0,0,bamboo,green,0.55,0.09,BREEAM,0,0,1976,standard,renewable,institutional,5.0,1.0,0,0,Green,A
283,1,0,steel,flat,0.74,0.05,GreenMark,0,0,2015,none,renewable,residential,39.38,17.75,0,0,Non-Green,E
284,1,0,concrete,green,0.35,0.73,,0,0,2018,eco,renewable,residential,5.0,2.05,0,0,Non-Green,A
285,1,0,wood,green,0.61,0.51,BREEAM,0,0,2008,standard,conventional,commercial,5.0,1.14,0,1,Green,A
286,1,0,concrete,green,0.25,0.29,BREEAM,0,0,1971,eco,conventional,institutional,23.82,11.06,0,0,Non-Green,D
287,1,0,glass,green,0.77,0.73,BREEAM,0,1,2020,eco,conventional,residential,9.58,5.22,0,1,Green,B
288,0,0,concrete,flat,0.71,0.34,,0,0,1969,eco,conventional,institutional,8.41,3.52,0,1,Non-Green,A
289,1,0,glass,green,0.36,0.24,LEED,0,0,2020,standard,conventional,institutional,28.91,13.04,0,1,Non-Green,C
290,0,0,wood,flat,0.86,0.23,,0,1,2000,standard,renewable,industrial,29.18,13.99,0,1,Non-Green,D
291,0,0,recycled,green,0.63,0.42,LEED,0,1,1974,standard,renewable,institutional,7.42,2.78,0,0,Green,C
292,0,0,recycled,flat,0.82,0.57,BREEAM,0,0,1984,standard,conventional,institutional,41.88,18.45,0,0,Non-Green,D
293,1,1,recycled,green,0.81,0.72,,1,0,2013,standard,conventional,residential,19.31,9.47,0,0,Green,B
294,1,0,glass,flat,0.23,0.66,,0,0,1994,eco,conventional,commercial,16.61,8.09,1,1,Non-Green,A
295,0,0,steel,green,0.25,0.25,GreenMark,0,0,1960,eco,conventional,industrial,16.18,7.81,1,1,Non-Green,B
296,0,0,glass,flat,0.67,0.29,GreenMark,0,0,2002,none,conventional,industrial,71.95,32.66,0,0,Non-Green,C
297,1,1,wood,flat,0.66,0.61,,1,0,1980,standard,conventional,institutional,83.64,37.21,0,1,Green,E
298,0,0,bamboo,flat,0.65,0.47,,0,1,2001,eco,conventional,commercial,36.92,16.48,1,1,Green,C
299,0,0,wood,flat,0.68,0.06,LEED,0,0,1984,eco,conventional,institutional,19.09,8.35,0,0,Green,C
300,0,0,steel,green,0.83,0.25,BREEAM,0,0,1973,none,conventional,residential,60.5,27.88,0,0,Non-Green,D
301,0,0,steel,flat,0.56,0.15,,0,0,2003,eco,conventional,institutional,32.04,14.34,0,1,Green,C
302,0,0,steel,green,0.29,0.18,LEED,0,0,1993,eco,renewable,commercial,5.0,1.26,0,0,Non-Green,A
303,1,0,bamboo,green,0.47,0.37,,0,0,1978,none,conventional,commercial,48.25,21.55,0,1,Non-Green,B
304,1,0,concrete,green,0.79,0.26,,0,0,1994,eco,conventional,institutional,21.12,10.08,0,1,Green,C
305,0,1,steel,green,0.23,0.24,LEED,1,0,1967,standard,conventional,residential,20.61,10.25,0,1,Green,C
306,0,1,glass,green,0.89,0.04,GreenMark,1,1,1967,none,renewable,institutional,19.96,9.03,1,0,Green,C
307,0,0,glass,flat,0.6,0.29,BREEAM,0,0,2010,standard,renewable,institutional,14.31,6.87,1,0,Green,C
308,1,0,steel,flat,0.85,0.4,,0,0,2005,eco,conventional,residential,14.42,6.32,1,1,Non-Green,A
309,0,1,concrete,flat,0.83,0.3,BREEAM,1,1,2014,standard,renewable,commercial,8.86,3.58,0,0,Green,B
310,0,0,wood,green,0.51,0.28,BREEAM,0,1,1988,none,renewable,institutional,5.0,1.02,1,1,Green,A
311,0,0,glass,green,0.36,0.01,,0,0,2011,none,renewable,industrial,34.05,14.6,0,0,Non-Green,B
312,0,0,glass,flat,0.24,0.12,LEED,0,1,2023,none,conventional,residential,78.15,35.42,0,1,Non-Green,E
313,0,0,glass,green,0.42,0.05,LEED,0,0,1996,eco,conventional,residential,12.87,5.88,0,0,Green,B
314,0,1,bamboo,green,0.42,0.44,,1,0,1981,none,conventional,industrial,121.32,55.61,0,0,Non-Green,E
315,0,1,wood,flat,0.25,0.04,BREEAM,1,0,1963,none,conventional,residential,55.79,24.91,0,0,Green,D
316,0,1,wood,flat,0.78,0.75,,1,0,2006,standard,renewable,institutional,11.99,5.48,1,1,Non-Green,B
317,0,0,concrete,flat,0.81,0.56,GreenMark,0,0,1979,none,renewable,residential,9.14,4.47,0,0,Green,B
318,0,0,bamboo,flat,0.84,0.31,,0,0,2002,standard,renewable,residential,17.15,7.92,1,0,Non-Green,C
319,0,0,steel,flat,0.46,0.66,,0,1,1986,standard,conventional,commercial,54.04,24.8,1,1,Non-Green,C
320,1,0,recycled,green,0.84,0.16,BREEAM,0,0,1963,eco,conventional,residential,10.05,3.7,0,0,Green,C
321,1,0,glass,green,0.58,0.7,BREEAM,0,0,1970,eco,conventional,commercial,21.28,10.17,1,1,Green,C
322,1,1,bamboo,flat,0.64,0.66,,1,0,2001,none,renewable,residential,45.7,20.93,0,0,Green,E
323,0,1,bamboo,green,0.75,0.22,BREEAM,1,1,1985,eco,renewable,institutional,9.64,4.73,1,1,Green,D
324,1,0,recycled,flat,0.46,0.77,BREEAM,0,1,2013,none,conventional,residential,12.17,6.13,1,1,Green,B
325,1,1,glass,green,0.61,0.17,BREEAM,1,0,1998,eco,conventional,residential,12.2,5.91,0,0,Green,B
326,0,1,bamboo,green,0.23,0.75,LEED,1,1,2017,eco,conventional,industrial,7.99,3.65,0,1,Non-Green,B
327,1,0,bamboo,green,0.82,0.51,BREEAM,0,1,2021,standard,conventional,institutional,6.31,2.63,0,0,Green,A
328,0,0,bamboo,green,0.81,0.64,GreenMark,0,1,1972,eco,conventional,institutional,5.0,1.43,0,0,Green,A
329,0,0,bamboo,green,0.31,0.08,,0,0,2005,none,renewable,institutional,22.01,9.51,0,0,Green,C
330,1,0,recycled,flat,0.51,0.7,BREEAM,0,0,2009,none,conventional,industrial,42.29,20.0,0,0,Non-Green,C
331,1,0,bamboo,flat,0.63,0.15,,0,0,1975,standard,conventional,residential,32.63,15.17,0,0,Green,C
332,1,1,recycled,green,0.69,0.67,,1,1,1985,standard,conventional,commercial,31.24,14.47,0,0,Non-Green,B
333,1,0,glass,flat,0.89,0.39,,0,1,1976,eco,conventional,commercial,37.68,16.78,1,0,Green,C
334,1,0,concrete,flat,0.76,0.79,LEED,0,1,1980,standard,conventional,residential,46.66,21.74,0,1,Non-Green,E
335,1,0,recycled,flat,0.78,0.39,LEED,0,0,1980,eco,conventional,institutional,7.02,3.71,0,1,Non-Green,B
336,0,0,recycled,flat,0.79,0.08,LEED,0,0,1983,eco,conventional,residential,5.0,1.07,0,0,Green,A
337,0,1,steel,flat,0.89,0.56,BREEAM,1,0,1996,eco,conventional,institutional,11.4,5.12,0,1,Green,B
338,0,1,recycled,green,0.38,0.03,BREEAM,1,0,1962,standard,renewable,residential,5.97,2.3,0,0,Non-Green,C
339,1,0,recycled,flat,0.66,0.27,LEED,0,0,1992,none,conventional,industrial,44.02,19.65,1,0,Non-Green,C
340,0,0,wood,flat,0.22,0.44,GreenMark,0,0,1973,none,renewable,commercial,13.36,5.63,1,0,Green,B
341,0,0,concrete,green,0.78,0.05,BREEAM,0,1,2009,eco,conventional,industrial,10.6,5.42,0,0,Non-Green,A
342,1,0,bamboo,green,0.65,0.36,GreenMark,0,0,2004,none,renewable,institutional,5.0,1.46,0,0,Non-Green,A
343,1,0,bamboo,flat,0.81,0.43,BREEAM,0,1,1963,standard,conventional,residential,24.73,11.98,0,0,Green,D
344,1,0,wood,green,0.86,0.21,BREEAM,0,1,2018,eco,renewable,residential,5.0,1.0,0,0,Green,A
345,0,0,bamboo,flat,0.79,0.49,,0,0,2001,eco,conventional,institutional,12.79,6.53,0,1,Green,B
346,1,0,steel,green,0.86,0.79,,0,0,1961,eco,conventional,institutional,16.65,6.88,0,0,Green,B
347,1,0,wood,green,0.32,0.58,BREEAM,0,1,2009,standard,conventional,institutional,5.0,2.89,0,1,Non-Green,B
348,1,0,bamboo,green,0.61,0.64,LEED,0,1,2012,standard,conventional,institutional,25.2,11.4,0,1,Non-Green,C
349,0,0,steel,flat,0.22,0.7,BREEAM,0,0,1984,none,renewable,industrial,14.04,5.74,0,0,Non-Green,B
350,1,0,concrete,green,0.72,0.04,BREEAM,0,0,2021,eco,conventional,industrial,11.89,5.16,0,0,Non-Green,A
351,1,0,bamboo,flat,0.84,0.67,LEED,0,0,1971,eco,renewable,industrial,5.0,1.0,1,1,Non-Green,A
352,1,1,recycled,flat,0.23,0.78,GreenMark,1,0,2015,eco,renewable,residential,5.0,2.24,0,1,Green,B
353,1,1,recycled,flat,0.74,0.05,GreenMark,1,0,1960,eco,renewable,institutional,13.48,5.84,0,0,Green,D
354,0,0,concrete,flat,0.48,0.09,GreenMark,0,1,2008,none,conventional,industrial,33.1,14.86,0,1,Green,B
355,1,0,steel,green,0.72,0.1,BREEAM,0,0,2023,none,conventional,commercial,22.74,10.41,0,1,Non-Green,B
356,0,0,glass,flat,0.69,0.1,BREEAM,0,0,1997,none,conventional,commercial,84.65,38.96,1,0,Non-Green,E
357,1,0,steel,green,0.37,0.09,BREEAM,0,1,1981,standard,renewable,industrial,15.4,7.51,0,1,Green,C
358,1,0,bamboo,flat,0.75,0.78,,0,0,2004,standard,renewable,commercial,27.86,11.81,0,0,Non-Green,D
359,0,1,concrete,green,0.67,0.68,GreenMark,1,1,1979,none,conventional,institutional,31.8,13.61,0,1,Non-Green,B
360,0,0,wood,flat,0.26,0.11,,0,0,2009,eco,renewable,commercial,15.15,6.09,0,0,Non-Green,C
361,1,0,steel,green,0.87,0.07,,0,0,1993,eco,conventional,industrial,19.58,8.87,0,1,Non-Green,B
362,1,0,bamboo,flat,0.42,0.43,GreenMark,0,0,2005,eco,renewable,residential,5.0,1.09,0,0,Non-Green,A
363,1,0,glass,flat,0.57,0.43,LEED,0,0,1983,eco,renewable,institutional,7.09,3.59,1,0,Green,C
364,1,0,concrete,green,0.23,0.09,,0,1,1982,eco,conventional,residential,13.15,6.11,0,0,Green,B
365,0,1,recycled,green,0.89,0.72,GreenMark,1,1,2011,none,renewable,residential,20.17,9.76,0,0,Non-Green,D
366,1,0,bamboo,green,0.36,0.77,,0,1,1979,standard,renewable,industrial,10.72,4.94,0,0,Non-Green,A
367,0,1,bamboo,green,0.78,0.51,GreenMark,1,0,1981,none,renewable,residential,9.61,4.94,1,0,Green,C
368,1,1,steel,green,0.31,0.77,GreenMark,1,1,2017,none,conventional,commercial,37.34,17.76,0,1,Non-Green,C
369,1,0,recycled,flat,0.49,0.1,BREEAM,0,0,1966,none,renewable,industrial,8.42,4.72,0,0,Non-Green,B
370,1,0,steel,green,0.88,0.64,GreenMark,0,0,2018,standard,conventional,industrial,42.68,19.62,1,0,Non-Green,D
371,0,0,bamboo,green,0.55,0.29,LEED,0,0,1971,standard,conventional,industrial,9.49,3.59,1,0,Non-Green,B
372,0,0,concrete,flat,0.83,0.54,BREEAM,0,0,1973,eco,conventional,industrial,32.16,14.73,0,0,Non-Green,D
373,0,0,wood,flat,0.83,0.52,LEED,0,0,1986,standard,conventional,industrial,27.88,12.41,0,0,Non-Green,B
374,1,1,concrete,green,0.25,0.36,BREEAM,1,0,2009,standard,renewable,commercial,6.77,2.5,0,1,Green,B
375,1,0,concrete,flat,0.67,0.32,GreenMark,0,0,2003,none,conventional,residential,80.82,36.64,0,1,Green,E
376,0,0,bamboo,flat,0.6,0.3,LEED,0,0,1995,standard,renewable,institutional,5.95,2.59,1,1,Non-Green,B
377,1,1,glass,green,0.41,0.38,,1,0,1979,eco,conventional,institutional,19.92,9.01,0,1,Non-Green,A
378,1,0,wood,flat,0.48,0.04,BREEAM,0,1,1990,eco,conventional,institutional,5.0,1.0,0,0,Non-Green,A
379,1,1,glass,green,0.89,0.43,GreenMark,1,0,1969,none,conventional,institutional,18.56,8.19,0,0,Non-Green,A
380,1,0,steel,green,0.25,0.61,LEED,0,0,1996,eco,conventional,residential,5.0,1.0,0,1,Green,A
381,1,0,recycled,flat,0.39,0.04,LEED,0,1,1968,eco,conventional,commercial,5.0,2.45,0,0,Non-Green,B
382,1,1,steel,green,0.61,0.42,BREEAM,1,0,2012,eco,renewable,residential,5.0,1.99,0,1,Green,B
383,1,0,concrete,green,0.72,0.37,BREEAM,0,0,2021,standard,conventional,residential,18.29,8.24,0,1,Green,B
384,1,1,wood,green,0.67,0.18,,1,1,2012,eco,conventional,institutional,5.0,1.0,0,0,Green,A
385,1,1,wood,green,0.32,0.33,,1,0,2010,none,conventional,industrial,81.55,37.01,0,0,Non-Green,C
386,0,1,concrete,flat,0.76,0.17,LEED,1,1,2014,standard,conventional,industrial,18.33,8.45,1,1,Green,B
387,0,0,concrete,flat,0.48,0.53,LEED,0,0,1973,none,renewable,commercial,11.58,4.47,0,1,Non-Green,B
388,1,0,concrete,green,0.77,0.6,BREEAM,0,0,1965,none,conventional,industrial,38.06,18.07,0,1,Non-Green,C
389,1,1,recycled,flat,0.86,0.6,,1,0,2008,standard,renewable,institutional,18.51,9.07,0,1,Non-Green,C
390,0,1,bamboo,green,0.32,0.43,LEED,1,0,1993,standard,conventional,commercial,15.7,6.8,0,1,Green,B
391,0,1,recycled,green,0.36,0.2,GreenMark,1,0,2002,eco,conventional,institutional,5.0,1.1,0,0,Green,A
392,1,0,bamboo,green,0.67,0.51,LEED,0,0,1977,eco,renewable,institutional,7.43,4.04,1,1,Green,D
393,1,0,concrete,green,0.45,0.47,GreenMark,0,0,1996,none,renewable,industrial,18.38,7.68,1,0,Non-Green,C
394,0,1,glass,flat,0.29,0.13,GreenMark,1,1,2001,standard,renewable,industrial,21.52,10.31,0,1,Green,C
395,1,0,glass,green,0.68,0.51,BREEAM,0,1,1987,eco,conventional,industrial,7.2,3.05,1,0,Non-Green,A
396,0,1,bamboo,green,0.33,0.02,LEED,1,1,2016,eco,conventional,commercial,5.0,1.2,0,0,Non-Green,B
397,0,1,wood,flat,0.9,0.12,LEED,1,0,1976,none,renewable,industrial,31.63,15.04,0,0,Green,E
398,0,0,recycled,flat,0.68,0.29,LEED,0,0,1998,none,conventional,residential,69.97,32.01,0,0,Green,E
399,0,1,steel,flat,0.77,0.2,BREEAM,1,0,1989,eco,conventional,institutional,9.92,4.66,0,0,Green,B
400,0,1,glass,flat,0.22,0.13,BREEAM,1,0,1973,none,conventional,institutional,40.95,18.38,0,1,Green,C
401,0,0,wood,flat,0.25,0.59,,0,1,1987,eco,renewable,commercial,22.04,10.65,0,0,Non-Green,D
402,1,1,wood,flat,0.83,0.09,LEED,1,0,1963,standard,renewable,commercial,5.0,2.95,0,0,Green,B
403,0,0,steel,green,0.71,0.4,LEED,0,1,1963,none,conventional,industrial,52.83,23.82,1,0,Non-Green,C
404,0,1,steel,green,0.72,0.65,,1,1,1977,standard,renewable,institutional,5.96,3.5,0,0,Non-Green,A
405,0,0,wood,flat,0.3,0.1,BREEAM,0,1,1975,eco,conventional,residential,8.63,4.55,1,0,Green,C
406,1,1,recycled,flat,0.23,0.33,BREEAM,1,0,1982,eco,renewable,institutional,6.35,2.01,0,1,Green,C
407,1,0,concrete,green,0.77,0.52,LEED,0,1,1968,eco,conventional,industrial,8.81,4.87,0,0,Non-Green,B
408,0,0,concrete,flat,0.56,0.76,,0,1,1987,none,renewable,institutional,34.82,15.57,0,0,Green,C
409,1,1,bamboo,green,0.6,0.39,BREEAM,1,1,1975,standard,conventional,institutional,18.29,8.97,0,0,Green,B
410,1,0,wood,green,0.43,0.18,BREEAM,0,0,1999,eco,conventional,industrial,5.0,1.18,0,0,Non-Green,A
411,1,0,wood,green,0.34,0.14,BREEAM,0,0,2016,none,renewable,residential,5.0,1.34,0,0,Green,B
412,1,1,concrete,green,0.63,0.26,BREEAM,1,0,2003,none,conventional,institutional,28.58,13.04,0,0,Green,C
413,0,1,recycled,flat,0.22,0.69,,1,1,1973,none,conventional,institutional,96.84,44.09,0,0,Non-Green,D
414,0,0,recycled,green,0.37,0.49,GreenMark,0,1,1985,none,conventional,institutional,27.41,12.15,1,0,Green,C
415,1,0,glass,flat,0.57,0.59,BREEAM,0,0,1960,standard,renewable,institutional,8.24,3.13,0,1,Non-Green,B
416,0,0,steel,flat,0.56,0.42,BREEAM,0,1,1972,none,renewable,industrial,43.17,20.52,1,0,Non-Green,E
417,1,0,bamboo,green,0.53,0.37,,0,1,2012,eco,renewable,commercial,5.0,3.0,0,1,Non-Green,B
418,1,0,glass,green,0.59,0.7,BREEAM,0,0,1978,standard,renewable,commercial,17.66,8.44,0,0,Green,D
419,0,1,wood,flat,0.55,0.27,BREEAM,1,0,1995,standard,conventional,commercial,34.81,15.39,1,0,Green,D
420,1,1,glass,green,0.45,0.35,,1,0,1988,standard,conventional,institutional,39.87,18.68,0,0,Non-Green,C
421,1,1,concrete,flat,0.71,0.38,GreenMark,1,1,2013,eco,renewable,residential,12.25,5.74,0,1,Green,D
422,0,1,bamboo,green,0.72,0.64,LEED,1,0,1985,standard,conventional,industrial,26.39,11.98,1,1,Non-Green,C
423,0,0,recycled,flat,0.71,0.5,BREEAM,0,0,1997,standard,renewable,commercial,26.79,12.41,0,0,Green,E
424,1,0,bamboo,flat,0.79,0.75,BREEAM,0,0,2006,eco,conventional,institutional,5.0,1.68,1,0,Non-Green,A
425,1,0,bamboo,flat,0.77,0.3,GreenMark,0,0,2009,standard,conventional,industrial,11.53,4.7,0,0,Green,A
426,1,0,glass,green,0.43,0.13,,0,0,1979,standard,conventional,industrial,52.55,24.38,0,1,Green,B
427,1,0,wood,green,0.53,0.56,GreenMark,0,0,1988,none,conventional,industrial,63.79,29.31,0,1,Green,D
428,0,1,steel,green,0.77,0.65,GreenMark,1,0,1978,standard,renewable,commercial,7.7,3.45,0,0,Non-Green,B
429,0,0,wood,flat,0.76,0.64,,0,0,1975,eco,conventional,institutional,26.54,11.4,0,0,Green,B
430,1,0,bamboo,flat,0.59,0.07,BREEAM,0,0,1982,eco,conventional,commercial,11.51,5.77,1,0,Green,B
431,1,0,wood,green,0.71,0.54,LEED,0,0,1968,none,conventional,commercial,24.37,11.03,0,0,Non-Green,C
432,1,1,wood,flat,0.73,0.29,BREEAM,1,0,1985,eco,conventional,institutional,6.81,2.41,0,1,Non-Green,B
433,1,0,concrete,green,0.66,0.23,BREEAM,0,0,1999,none,conventional,residential,39.39,18.61,0,1,Non-Green,D
434,0,0,wood,green,0.3,0.71,BREEAM,0,0,1979,none,conventional,institutional,30.52,13.47,1,0,Green,C
435,1,0,bamboo,green,0.54,0.01,,0,0,1972,standard,conventional,industrial,16.74,8.11,0,0,Non-Green,A
436,0,1,steel,flat,0.37,0.71,LEED,1,1,2016,eco,conventional,industrial,6.06,3.35,0,1,Green,A
437,1,0,steel,flat,0.47,0.68,LEED,0,0,2006,none,conventional,institutional,22.86,10.87,0,1,Non-Green,B
438,1,1,steel,green,0.48,0.54,LEED,1,0,2009,eco,conventional,industrial,10.75,4.88,0,0,Non-Green,A
439,1,1,steel,flat,0.27,0.18,LEED,1,1,1997,none,conventional,residential,11.94,5.24,0,0,Green,A
440,0,0,concrete,green,0.89,0.65,BREEAM,0,1,1962,standard,renewable,industrial,10.11,5.15,0,0,Non-Green,B
441,1,0,steel,green,0.3,0.2,BREEAM,0,0,1964,none,conventional,institutional,44.63,20.99,0,1,Green,C
442,1,1,concrete,green,0.58,0.74,GreenMark,1,0,1999,standard,renewable,industrial,10.28,4.76,1,1,Non-Green,B
443,0,0,wood,green,0.49,0.15,GreenMark,0,1,1979,standard,renewable,commercial,8.2,4.53,0,0,Non-Green,B
444,1,0,bamboo,green,0.58,0.75,,0,1,1970,none,conventional,commercial,24.33,10.99,1,1,Non-Green,A
445,1,1,concrete,flat,0.47,0.52,BREEAM,1,0,2011,standard,conventional,residential,23.22,10.22,0,1,Green,B
446,0,1,bamboo,green,0.2,0.41,GreenMark,1,0,2009,standard,conventional,industrial,5.0,1.0,0,0,Non-Green,A
447,1,1,concrete,green,0.36,0.15,,1,0,1989,standard,renewable,industrial,16.5,8.15,0,1,Green,B
448,1,1,recycled,green,0.32,0.34,BREEAM,1,0,2011,none,conventional,commercial,25.41,11.67,0,0,Non-Green,C
449,0,0,wood,flat,0.52,0.34,,0,1,1973,none,renewable,commercial,36.27,16.93,0,1,Non-Green,D
450,1,0,wood,green,0.22,0.74,,0,0,1993,none,renewable,institutional,5.89,3.19,0,1,Green,A
